userName,score,content,at,sentiment
Yugis Feri,1,iklan terlalu banyak,2025-05-01 14:50:05,negative
Icang Herniati,5,bagussss,2025-05-01 14:47:16,positive
Amirhasan Hasan,5,"bagus banget ,â™¥ï¸â™¥ï¸",2025-05-01 14:39:32,positive
Mardiyah,5,keren,2025-05-01 14:34:23,positive
della Ristiyani,5,sangatt bagusssğŸ’«â™¥ï¸â­â­â­â­â­ğŸ‘ğŸ»ğŸ‘ğŸ»ğŸ§˜ğŸ»ğŸ’,2025-05-01 14:28:52,positive
Wahyu Kurniawan,5,"bagus banget, kalau galau tinggal dengerin lagu galau",2025-05-01 14:24:03,positive
Jmal Handog,3,"baguss apk nyaa musik nya lumayan lengkap, cumann kenapaaa sihhhh lirik nyaa sekarang di gaada inn harus premiumm duluuu, plsss pihak spotify lirik nya ada inn lagii",2025-05-01 14:18:38,neutral
Arline Kenzi,1,apaan ga ada lirik padahal diketerangannya ada lirik ga seru,2025-05-01 14:16:55,negative
Altaraksya Putra,5,bagus,2025-05-01 14:11:13,positive
NIdIhaW 25,5,lumayan lah,2025-05-01 14:11:11,positive
Soleh bin Udin,4,"bagus sh, cuman kurang dikit",2025-05-01 14:10:31,positive
Robi Syah,1,Dasar aplikasi kikir ğŸ˜ ğŸ˜ ğŸ˜ ğŸ˜¡ğŸ˜¡,2025-05-01 14:05:59,negative
Reza Aditya,3,lagu nya lumayan enak mines iklan tapi good,2025-05-01 14:03:03,neutral
Sumarna Herfal,1,jangn terlalu banyak iklan dong kurangi iklan pas putar musik langsung iklan .saya kasih rating bintang 1,2025-05-01 13:51:24,negative
Sri Andayani,5,kerennnnnnn,2025-05-01 13:51:01,positive
Asborn The shadow monarc,5,sangat bagus,2025-05-01 13:48:39,positive
Marlina Madoa,5,temen untuk mendengarkan musik tiap hariğŸ’œğŸ’œğŸ’œğŸ’œğŸ’œ,2025-05-01 13:47:07,positive
Muna Nazir,5,Aplikasi bagus aku suka,2025-05-01 13:38:57,positive
Radi Kurniawan,5,gg kamu aplikasi hijau,2025-05-01 13:35:59,positive
ayiant hermawan,5,nice,2025-05-01 13:35:47,positive
Mochammad Chafith,5,tolong adakan paket kolaborasi dengan platform lain. semisal netflix >< spotify,2025-05-01 13:34:24,positive
andin reza,5,bagus app nya good'ğŸ‘ğŸ‘,2025-05-01 13:32:09,positive
Robby Taufik roberto,5,keren,2025-05-01 13:27:50,positive
PRO PELER,4,lumayan bagus,2025-05-01 13:26:31,positive
Wahyu Din,5,"ini Spotify, gangguan apa gimn, di hp realme ga bisa muter",2025-05-01 13:20:12,positive
Yeti,5,bagus,2025-05-01 13:10:48,positive
Hadi Wijaya,5,oke keren,2025-05-01 13:10:18,positive
Elthea Valerie,1,sangat tidak di rekomendasikan banyak sekali iklan dan saya pernah pake terus GK bisa di pencet dan suruh bayar Spotify premium,2025-05-01 13:09:20,negative
Awan Gun,5,baguss,2025-05-01 13:07:59,positive
FeYyy Chennly,4,"gwajh cinta banget jir sm spotify ğŸ¤­ğŸ˜˜ğŸ¥° tapi yg bikin gua ga suka cuma fitur sekarang yang apa apa premium,trs kebanyakan iklan mulu iklan ğŸ˜¡,tapi okelah buat orang kek gua yang gamau keluar duit xixixi ğŸ¤­ğŸ¤­",2025-05-01 12:56:37,positive
magang nisa,5,seruu,2025-05-01 12:56:00,positive
Hamadan,4,"Aplikasi nya cukup ok lh, mungkin untuk penawaran Spotify Premiumnya ada yang kurang. Mestinya yg harga Student digabungin sm yg untuk Sekolah sm yg Mahasiswa, Harga nya sama tapi bisa dibeli sama Siswa sekolah an juga. Sekian saran dari saya terima kasih",2025-05-01 12:45:19,positive
Najwa Keyra,5,seru bgtt bisa main roblox sambil dengerin musik ğŸ˜˜,2025-05-01 12:35:27,positive
Ana Suliyanti,5,mangtap ğŸ«¶ğŸ«¶ğŸ«¶,2025-05-01 12:31:37,positive
Dimar Nurachman,3,"makin kesini makin banyak lagu yang tiba tiba tidak tersedia, mohon kebijakannya untuk segera diadakan kembali lagu yang tidak tersedia",2025-05-01 12:31:31,neutral
Iqbal Saputra,5,sangat bagus,2025-05-01 12:29:41,positive
Yuli Ani,5,aku suka sama lagu nya apa lagi ya b inggris,2025-05-01 12:26:52,positive
ricko purwoyuono,5,okelah,2025-05-01 12:25:50,positive
Muhammad Barkah,1,aplikasi nya ngak bisa di buka padahal udah update ke versi terbaru,2025-05-01 12:15:44,negative
Yasmin,5,bagus buat aku yang suka tibaÂ² nangis soalnya spotify banyak lagu yang bisa nenangin akuuuu ğŸ˜,2025-05-01 12:14:30,positive
Ardiansyah Yuwono,5,bagus banget,2025-05-01 12:14:07,positive
Andromeda DeRafael,3,"Aplikasi ini memiliki kualitas yang baik, namun terdapat kendala pada tampilan lirik dalam mode lanskap. Sebagai pelanggan premium, saya berharap masalah ini dapat segera diperbaikiğŸ™ğŸ™ğŸ™.",2025-05-01 12:12:27,neutral
Muhamad rafi,2,aplikasi nya bagus kalau masalah iklan tolong dikurangi untuk lagu yang diputar jangan ada batasan nya jangan di premium in harus berbayar semua mau denger lagu aj banyak halangan,2025-05-01 12:11:34,negative
Putri ade Lestari,5,keren,2025-05-01 12:05:06,positive
Denys Pranggono,5,Sumpah bagus banget kalian harus download ini kalau mau denger lagu karena disini lengkap banget lagunya pliss.. kalian harus coba sekarang!,2025-05-01 11:59:55,positive
Yuniharto Harto,1,"Waktu pertama kali download apk nya mah enak, iklan nongol wajar sih karena pake yang free, tapi belakangan ini mau pilih lagunyang sudah ada di playlist selalu diarahkan yang ke premium, nyebelin banget. Semoga diperbaiki supaya bisa menikmati bersama.",2025-05-01 11:57:12,negative
angga gustav,3,"buat lah premium yg satu bulan, aku males beli yg 54rb 3 bulan",2025-05-01 11:55:08,neutral
Fadil Ray,5,bagus,2025-05-01 11:51:41,positive
Hendrik fitrayatna,5,nice,2025-05-01 11:49:28,positive
Elsyefi hendri,3,kalo gak premium cmn bisa beberapa lagunyo antar 6 atau 7 lagu,2025-05-01 11:40:47,neutral
Koboy Insyaf,5,semua lagu yg di inginkan ada di spotify mantaafff ..,2025-05-01 11:35:33,positive
Nurul Ayu,5,BAGUSS,2025-05-01 11:34:54,positive
Alfan syah,5,mantap,2025-05-01 11:34:53,positive
Taufiq Pratama,5,Cocok untuk orang galau,2025-05-01 11:32:59,positive
Yudih mulyana Mulyana,5,bagus dan juga hemat kuota,2025-05-01 11:05:02,positive
Mauris Hilmy Hasyim,5,nyaman,2025-05-01 11:02:43,positive
Gian War,5,"Kalo udah bintang lima,mau bilang apa lagi coba!ğŸ—¿",2025-05-01 11:01:13,positive
Zian Aura,5,lengkap semua lagu!!!,2025-05-01 10:59:45,positive
Silvan F,1,"Apalah orang cuma pengen denger musik aja dikit dikit iklan, iklan 5-10 detik bolehlah lah ini 30 detik itu pun kalo satu kadang 2 lagi, buat playlist malah play lagu acak mana bayar lagi dasar KIKIR.",2025-05-01 10:42:56,negative
Lena Ruiz,2,kenapa harus premium? Langganan gratis tidak diberikan kebebasan memilih lagu. Malah terplay lagu lain,2025-05-01 10:38:49,negative
Anang Gunawan,5,"sangat membantu untuk mencari lagu-lagu,terima kasih spotify",2025-05-01 10:37:43,positive
Alvino Putra,5,Bagus banget rekomendasi untuk mendengar musik,2025-05-01 10:32:44,positive
Teti Rohaeti,5,saya suka dengan spotify karena lagu2nya komplit,2025-05-01 10:31:58,positive
Rizky Ekananda,5,ok,2025-05-01 10:31:12,positive
Rizal aja,5,Mantap! Puas akan Suguhan yg di berikan. Sukses slalu buat Spotify ğŸ‘ğŸ‘ğŸ‘,2025-05-01 10:28:28,positive
Firman Putra,5,bagus,2025-05-01 10:18:05,positive
Kellen Mode seprint,5,cocok buat sa yang suka dengarkan lagu,2025-05-01 10:07:44,positive
Firmansyah,5,good luck,2025-05-01 09:55:57,positive
Muhammad Zaki,4,spotify ku kok nggak bisa nge load history ya,2025-05-01 09:52:12,positive
Erwin arf,1,makin pelit makin kapitalis,2025-05-01 09:42:49,negative
Anak Ogoan,5,sangat enak lagunya,2025-05-01 09:41:51,positive
Yuda Sundayana,5,good,2025-05-01 09:38:09,positive
Amelia rahma Amelia,5,Baguss bangettt kaaağŸ’•ğŸ’•ğŸ’•,2025-05-01 09:28:16,positive
Maheswara Savero,2,Bagus sih... tp masa APA2 HARUS BAYAR JD PREMIUM!!!,2025-05-01 09:28:08,negative
Teguh Liant,5,joooss,2025-05-01 09:28:00,positive
Yunaaa Milky,3,premium semua,2025-05-01 09:21:26,neutral
Bilqis Lathief Azizah,2,"bagus sih offline tpi kalau bener bener ga punya kuota pliss di offline in bener bener jadi bisa denger lagunya tanpa kuota soalny kalau udh ga kepake berapa hari gitu, trus mau denger lagu harus punya kuota dulu buat buka lagunya , plis kan udh didownload ,jadi tolong buat jdi bener bener offline dan apa bisa Download lagu kpop atau astro,bts,babymonster,blackpink kaya gitu ,kalau bisa like ya nanti kalau bisa kutambah bintang nya + dah bisa offline okk mohon kebijakannyaa yaaa, trimakasijhh",2025-05-01 09:19:10,negative
Putri Sriyanti,4,"jujur aplikasinya bagus, udah lama banget pakai tapi sekarang kok setiap denger lagu, lagunya suka mati sendiri jadinya males mau putar lagi",2025-05-01 09:01:29,positive
Rizqi Ananta,5,cocok untuk mendengarkan musik yg kalian suka,2025-05-01 09:00:47,positive
Sigit Riono,5,bagus,2025-05-01 08:51:34,positive
Nur Ahmadi,5,bagus banget saya suka,2025-05-01 08:51:02,positive
Setiawan Yardi,1,apalah malah udah bagus malah harus beli premium memaksa sekali,2025-05-01 08:38:15,negative
Nanda01,5,sangat bagus,2025-05-01 08:34:14,positive
Naura Khalilah,5,"ini juga memperlancar halu kelen lhoo, donlod cptt",2025-05-01 08:21:41,positive
Neni Rahmawati,5,bisa main ml sambil dengerin lagu ini,2025-05-01 08:12:09,positive
Raden Rizqullah,1,IKLAN GAJEE!!,2025-05-01 08:08:31,negative
Melly Norviana 2022,1,Banyak iklan setiap milih lagu,2025-05-01 08:07:27,negative
yuriani zega,5,saya suka Spotify krn tetap jalan musiknya meskipun layar hp mati,2025-05-01 07:58:02,positive
Hadi Sobandar,5,Mantaf,2025-05-01 07:55:36,positive
shanti isbiyanti,2,kebanyakkan iklan nya dari pada musik nya,2025-05-01 07:49:58,negative
Yongki Edwin Tumbuan (Jonky),5,nice songs & I Like it,2025-05-01 07:45:41,positive
Pea Haja,5,ğŸ‘,2025-05-01 07:38:23,positive
Naufal L,5,"SANGAT MEMBANTU UNTUK PERFORMA SAAT MAIN EPEP,JADI SAYA KASIH BINTANG 5ğŸ‘†",2025-05-01 07:26:16,positive
Uje munajat,5,mantap dah,2025-05-01 07:19:57,positive
Sahroni Sahroni,5,bagus,2025-05-01 07:14:17,positive
Andini Mulyasari,5,ok,2025-05-01 07:08:24,positive
B2F. Jeong Jeong,5,ga suka ada iklan ters knapa lagu yg sering kali saya putar ga bisa di putar lagi harus nunggu waktu dalam sehari .. padh saya on data,2025-05-01 07:01:20,positive
Ahmad Rizqi Azizi,5,gud,2025-05-01 07:00:11,positive
Darli Darli well,4,Ok,2025-05-01 06:52:09,positive
Karenseptriana,4,bagus banget musiknya kalau lagi galau suka dengerin di sportify,2025-05-01 06:49:35,positive
hj yulyati,5,mantaap,2025-05-01 06:49:05,positive
DianSy,4,"Nice music app, tapi untuk harga nya mahal banget untuk satu bulan ğŸ˜”",2025-05-01 06:34:14,positive
Vicky,5,bagus,2025-05-01 06:33:34,positive
Arin Dewi,4,Aplikasi nyaa baguss nemenin aku pas kesepian tpii setiap mau ganti laguu selalu iklan terus,2025-05-01 06:21:13,positive
Lili Puspawati,4,bagus sekali cooooook!!!!!!,2025-05-01 06:18:48,positive
Krisantus Liberto,3,Okelah,2025-05-01 06:17:27,neutral
Lupita Mariska,5,bagus buat Musikan atau ngegame,2025-05-01 06:15:40,positive
Johanes Septory,5,good,2025-05-01 06:08:38,positive
Natan,5,ğŸ‘ğŸ‘ğŸ‘ŒğŸ˜Œâ˜º,2025-05-01 06:03:46,positive
Legiandra Kanza,1,tolong jangan diperbaiki karna sering terputar sendiri pas lepas tws,2025-05-01 05:55:08,negative
Lolaa Chiwiii,5,i love you so much,2025-05-01 05:49:34,positive
Andi Hafiz Arafah,5,Spotify kasih aku premium,2025-05-01 05:44:40,positive
Dien Novita,5,bagusss bgt,2025-05-01 05:27:00,positive
Hj asmah,5,bagus,2025-05-01 05:25:27,positive
Mutiara Utiii,1,susah masuk nya ribet,2025-05-01 05:21:51,negative
Kelvin Junior,1,lagu di playlist ku kosong dan lagu lain GK bisa di putar,2025-05-01 05:21:29,negative
zul zul,5,ok,2025-05-01 05:18:36,positive
Al Maulana,5,sangat Bagus,2025-05-01 05:16:25,positive
Firman,5,ğŸ‘ğŸ‘,2025-05-01 05:14:42,positive
Banubara 290387,5,membantu,2025-05-01 05:13:21,positive
Antariksa Koramil,5,baguss sekalii saya suka sekaliâ¤â¤ğŸ¤,2025-05-01 05:13:10,positive
Nadhira Alianda,4,bagus bgttğŸ˜­ğŸ’—,2025-05-01 04:53:00,positive
Gilang Satria,5,not bad lah,2025-05-01 04:45:34,positive
Ray Muhammad,5,suara lagu nya mantap,2025-05-01 04:45:04,positive
Nur Fatinah,5,cocok ngegame cocok untuk galau,2025-05-01 04:43:33,positive
M Helmi-prtm,4,lumayan,2025-05-01 04:43:29,positive
Ilyas Ramadhan,1,"tidak ada lirik di lagu"" populer",2025-05-01 04:35:37,negative
Istiqomah kaira Irham,5,very good..,2025-05-01 04:33:26,positive
Sahabae 123,5,mantap,2025-05-01 04:11:01,positive
Darul Muhammad,5,mantap,2025-05-01 04:10:53,positive
Abby nasrullah,5,good,2025-05-01 03:59:05,positive
Julian sapira Julian,5,ok,2025-05-01 03:57:18,positive
Fauzi Rahman,5,saya suka aplikasi ini...,2025-05-01 03:52:51,positive
Zaidan M Aqilhadi,5,ini jadi apk fav ku enak banget suer dah denger lagu semua ada=bisa cari lagu modal dari lirik yang dikit,2025-05-01 03:48:44,positive
Klandre Maulana,5,nice ni,2025-05-01 03:44:23,positive
Lanang Christanto,5,Good,2025-05-01 03:42:08,positive
Dewi Khaira Ramadhani,5,Spotify cintakuğŸ«°ğŸ»ğŸ«°ğŸ»,2025-05-01 03:33:44,positive
Queensatoru,4,aplikasinya bagus tapi ada iklan yg mengganggu,2025-05-01 03:29:18,positive
alfarezza ezza,1,aplikasinya jelekk dibuka bisaa keluar sendiri,2025-05-01 03:29:02,negative
Misriyah Karet,5,bagus bgt,2025-05-01 03:14:44,positive
Ferensia Tjoa,4,"semuanya bagus,tapi ada satu minusnya munkin saat saya pakai Spotify karena saat saya menggunakan Spotify terjadi sedikit error yang menyebabkan saya harus membuat akun baru untuk Spotify",2025-05-01 03:00:33,positive
Avika Safa,1,"PLS SPOTIFY BALIKIN AKUN PERTAMA GW!!! AKUN GW ILG TIBAÂ² PAS MAU SIGN IN LAGIIII, MLS W+BETE GRÂ² ILG!! ITU AKUN BNYK KOLEKSI LAGUNYAAAA ğŸ˜”ğŸ˜”ğŸ˜”ğŸ˜”ğŸ˜”ğŸ˜”ğŸ˜”ğŸ˜”ğŸ˜”ğŸ˜”ğŸ˜”ğŸ˜”ğŸ˜”ğŸ˜”ğŸ˜”ğŸ˜”",2025-05-01 02:57:20,negative
Najwa Kania,5,bagus bgt minusnya ada iklanya tpi gpp lah namanya juga freee,2025-05-01 02:56:42,positive
PLB_Restu Yunizar,5,mantap,2025-05-01 02:52:10,positive
Fariz Dwi,2,Uda di intal TPI ngga ada di lobby cuma bisa login di Play store,2025-05-01 02:41:16,negative
Teguh Santoso,5,mantabbb,2025-05-01 02:40:25,positive
Nazrel Achmad,5,josss,2025-05-01 02:39:22,positive
Lela Purnamasari Tjg,5,Koleksi lagunya selalu update dan banyak pilihan genre nya,2025-05-01 02:36:35,positive
Yiska Liyona,5,sukaaa bangetttt,2025-05-01 02:36:33,positive
REYHAN Adi pratama,3,"untuk aplikasi nya normal, tapi kalau putar musik keganggu sama iklan yg tiba tiba muncul, untuk develover nya bisa lah ya kurangin iklan nya",2025-05-01 02:35:18,neutral
Hary Julifahry Kurniawan (Nah Id Win),5,aplikasi nya sangat bagus dan cepat untuk menemukan lagu yang bagus,2025-05-01 02:30:30,positive
Eva Army,5,ğ—¹ğ—®ğ—´ğ˜‚ ğ—¹ğ—®ğ—´ğ˜‚ ğ—»ğ˜†ğ—® ğ—²ğ—»ğ—®ğ—¸ ğ˜€ğ—²ğ—ºğ˜‚ğ—® ğ˜‚ğ—±ğ—®ğ—µ ğ—¹ğ—®ğ—ºğ—® ğ—±ğ—¼ğ˜„ğ—¹ğ—¼ğ—®ğ—± ğ˜ğ—®ğ—½ğ—¶ ğ—¯ğ—®ğ—¿ğ˜‚ ğ˜€ğ—²ğ—ºğ—½ğ—®ğ˜ ğ—¸ğ—®ğ˜€ğ—¶ğ—µ ğ—¿ğ—®ğ˜ğ—¶ğ—»ğ—´ ğ˜€ğ—²ğ—¸ğ—®ğ—¿ğ—®ğ—»ğ—´ ğ—¯ğ—®ğ—»ğ˜†ğ—®ğ—¸ ğ—¹ğ—®ğ—´ğ˜‚ ğ—¹ğ—®ğ—´ğ˜‚ ğ—´ğ—®ğ—¹ğ—®ğ˜‚ ğ—½ğ—¼ğ—¸ğ—¼ğ—¸ğ—»ğ˜†ğ—® ğ˜€ğ—²ğ—¿ğ˜‚ ğ—²ğ—»ğ—®ğ—¸ ğ˜‚ğ—»ğ˜ğ˜‚ğ—¸ ğ—±ğ—¶ ğ—±ğ—²ğ—»ğ—´ğ—®ğ—¿,2025-05-01 02:24:38,positive
Ahmad Naufal Anabil sajid,3,semakin iklannya sedikit dan promosi sedikit semakin banyak yang download yang menjadi cuan jadi dikitin iklannya,2025-05-01 02:24:04,neutral
Bunga Lestari,5,bagus seka,2025-05-01 02:23:43,positive
Tar Tar,5,mantaaf sporty,2025-05-01 02:20:25,positive
Dzaki Ganka,1,aplikasi kikir,2025-05-01 02:19:31,negative
M Luthfi,5,mantapğŸ‘,2025-05-01 02:13:44,positive
Rachmat arsyad Ilham,5,ok,2025-05-01 02:12:02,positive
Isnanto Gareng,5,suaranya bagus dan pilihan lagunya banyak,2025-05-01 02:10:09,positive
Yanto Suwanto,5,luar biasa,2025-05-01 02:09:41,positive
Kadek Suartana,5,"bagus .baik,",2025-05-01 02:08:38,positive
Budi Sagala,5,pertahan musik gratis ygberkualitas,2025-05-01 01:59:31,positive
Ristiani ris,5,top,2025-05-01 01:58:25,positive
Jehan Dyah,2,"bintang akan di update kalo ada perubahan, kenapa Spotify saya wlpn udah premium nge bug ya? suka mati sendiri? berulang kali terjadi terus",2025-05-01 01:57:07,negative
Lekat Rahmania,4,bagus sih kita bisa mendengarkan laguÂ² yang kita sukai Tpi lagu nya terbatas,2025-05-01 01:51:55,positive
Mah Ory,5,suka sama lagu lagu nya dikit juga memori nya menarik dan seru aja gitu,2025-05-01 01:46:10,positive
Mariyah Setiawan,4,"Udh bagus bngt sih, tadi nya mau beli yang premi pake dana, cuma hrs DRI play store, itu pun kena pajak dan cmn 3 BLN. Tolong lah Spotify tambahin Dana dri Spotify nya langsung biar ga dari Play store nya.",2025-05-01 01:42:15,positive
budi wijayanto,5,jernih no iklan,2025-05-01 01:37:03,positive
Yuda Nainggolan,5,Bagus.,2025-05-01 01:36:42,positive
Ilham MK,1,udah cape ngatur urutan biar sesuai abjad pas disimpan malah ngulang lagi,2025-05-01 01:25:04,negative
Aqilah,5,bagus,2025-05-01 01:08:37,positive
Rizki Ridho,5,The G.O.A.T,2025-05-01 01:07:12,positive
Diva Juweita990,5,bintang 5,2025-05-01 01:07:01,positive
Rina Kordi,5,sangat bagus,2025-05-01 01:04:21,positive
Eldanz 207,5,"keren,pertahankan",2025-05-01 00:58:35,positive
Abi Ariyanto,5,mantap,2025-05-01 00:55:31,positive
Ari Setiandi,5,mantab...,2025-05-01 00:50:44,positive
Fina Siak,5,aplikasi ini sangat membantu kalo mau nyetel lagu,2025-05-01 00:47:00,positive
Suteja Wina,5,bagus benget pokoknya cepet Tan donlwond,2025-05-01 00:39:59,positive
Nur Aliyatul Fitriyah,1,aneh banget habis masa premium masa ga bisa buka playlist sendiri,2025-05-01 00:36:32,negative
Febrian Ikhtiar,4,lagunya bagus cuman bnyk iklan nice semoga update selanjutnya gk bnyak ikln,2025-05-01 00:32:29,positive
Zurah Mat,5,ini bagus banget bisa sambil main musik ini broo buruan download deh,2025-05-01 00:23:07,positive
Diena Aslama yudha,5,bagus tapi bnyak iklan,2025-05-01 00:18:30,positive
Agus Hermawan,5,mantap,2025-05-01 00:08:10,positive
Muhammad marsan Al fatih,2,ngak ada nowa ğŸ¤”,2025-05-01 00:07:43,negative
Flora Gulo,5,bayak miaik Nya,2025-04-30 23:52:10,positive
Satria Rahmadan234,5,sangat memuaskan apk nya,2025-04-30 23:45:18,positive
Adi Raka,5,i proud of you,2025-04-30 23:45:18,positive
Sigit Dj,5,mudah memilih lagu,2025-04-30 23:45:06,positive
Seljani Bualangi,5,bagus tanpa iklan puas dengarin lagu mantap,2025-04-30 23:40:57,positive
Ebru Nurkarso,5,suka banget lagu update terus,2025-04-30 23:36:03,positive
Muhammad Najib,5,bagus buat lagu main game,2025-04-30 23:33:09,positive
Aldo Rbni,5,cungg yang cocokkk buatt galauuâ˜ï¸ğŸ˜—(tapi ilangin iklannya plssğŸ˜“),2025-04-30 23:33:07,positive
Oky Yy,5,bagus banget bisa dengerin banya lagu,2025-04-30 23:31:33,positive
Arie Mmp,5,mantab,2025-04-30 23:21:15,positive
De Royale,5,best friend,2025-04-30 23:08:51,positive
Indra Bayu,5,"kualitas musik bagus,komplit,bisa gratisan",2025-04-30 22:59:56,positive
Fia Fia,5,saya suka,2025-04-30 22:58:10,positive
Mr Kenji,5,ğŸ‘ğŸ‘ğŸ‘,2025-04-30 22:53:27,positive
petra hamid,5,mantap,2025-04-30 22:51:56,positive
Ahmad Muhajir,5,"sangat membantu, bagi saya yg hobi dengerin musik",2025-04-30 22:45:32,positive
Rahmat Mat,4,memberikan seperti harapan,2025-04-30 22:41:13,positive
Blasius Lawing,5,good,2025-04-30 22:33:10,positive
